Year,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AND VEGETABLES AREA (1000 ha),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),Min Temp (Centigrate),Max Temp (Centigrate),Precipitation (mm),Irrigated Area,Annual Rainfall
1988,Nanded,34,21,612,27,30,1080,278,85,307,1,1,909,1,1,600,19,7,340,42,26,610,65,9,132,33,36,1100,20,1,56,85,45,522,7,33,4507,218,14,63,7,49,43,37,20224,34,30,25,9783,17,14,12,21,34,1406,68,1687
1989,Nanded,31,33,1065,25,27,1067,285,413,1449,1,1,625,1,1,778,16,7,445,46,42,908,61,21,342,26,37,1406,15,3,188,86,68,793,11,81,7589,221,38,172,8,58,56,51,18134,25,25,22,12176,17,17,15,20,33,1056,65,1327
1990,Nanded,30,29,980,25,22,863,270,310,1146,2,1,588,1,1,1000,15,6,411,43,12,282,47,14,287,25,19,776,12,3,260,90,50,557,13,96,7402,235,21,90,11,58,66,60,20324,25,28,25,14240,17,20,18,21,33,1164,76,1416
1991,Nanded,34,10,292,18,15,855,260,175,675,1,0,154,1,1,875,10,4,361,42,17,411,60,12,191,13,8,630,12,1,108,57,20,345,13,62,4660,264,13,48,10,57,52,48,17862,27,24,23,10923,16,15,14,21,33,835,57,561
1992,Nanded,32,23,734,21,28,1322,283,506,1785,1,1,636,1,1,2000,17,9,497,47,25,524,49,27,557,12,10,835,11,3,282,63,31,487,10,62,6468,237,23,96,10,60,54,50,18265,28,25,23,8342,13,11,11,21,33,917,58,810
1993,Nanded,31,31,1000,24,29,1207,267,398,1489,1,1,857,2,2,1235,20,12,636,48,33,695,80,65,805,11,12,1181,11,4,316,77,49,646,9,67,7204,226,28,123,11,71,50,46,11158,22,15,14,3884,8,5,5,21,33,1032,68,849
1994,Nanded,32,27,860,20,25,1234,251,374,1489,1,1,538,2,2,1294,25,12,490,48,26,532,72,21,298,6,6,968,11,3,294,74,41,561,13,102,7714,245,27,110,12,62,51,46,16050,27,22,20,6686,11,9,8,21,33,1250,73,681
1995,Nanded,31,18,576,21,22,1038,247,532,2151,2,1,722,1,1,1556,25,8,343,47,12,258,60,37,621,8,8,949,8,2,213,68,40,595,16,93,6006,270,31,114,9,61,66,59,22511,29,31,28,8170,10,11,10,21,33,1205,67,1167
1996,Nanded,28,21,759,25,32,1286,245,402,1640,1,1,714,1,1,1125,26,13,496,47,34,716,76,52,686,14,12,811,11,3,264,79,46,590,14,101,7073,298,31,105,8,79,70,62,10080,16,14,12,3709,6,5,5,21,34,1097,71,944
1997,Nanded,35,20,588,22,14,619,243,249,1025,1,0,444,1,1,1500,21,6,280,44,6,130,89,17,192,7,4,597,8,2,235,68,27,402,10,177,17874,279,15,53,8,57,78,69,28297,28,38,34,16292,16,22,19,21,33,871,82,1164
1998,Nanded,25,16,625,30,36,1217,228,255,1117,0,0,667,0,0,1000,32,14,429,48,50,1037,90,54,599,11,8,732,9,2,215,66,31,464,11,85,7718,278,35,128,11,57,85,73,31352,29,44,38,14398,14,20,17,22,34,1093,94,1141
1999,Nanded,26,16,598,33,39,1171,229,293,1279,0,0,500,0,0,1000,34,21,615,49,56,1152,90,47,519,10,9,827,8,2,232,51,33,644,15,113,7616,274,30,110,9,55,83,73,37524,30,46,40,18591,15,23,20,21,33,904,89,972
2000,Nanded,27,20,753,26,28,1080,239,278,1163,0,0,500,0,0,1000,22,8,344,53,25,477,105,43,411,7,4,589,9,2,195,52,25,475,15,95,6487,270,14,53,6,60,81,69,26433,28,37,32,10986,12,16,13,21,33,986,77,741
2001,Nanded,24,24,1021,27,35,1300,211,242,1144,1,0,400,1,2,1833,26,16,608,52,40,763,102,29,287,10,11,1097,8,3,354,65,62,948,15,92,6259,246,28,114,10,58,81,70,28225,28,40,34,13741,14,19,17,21,34,836,88,867
2002,Nanded,24,15,635,30,41,1342,204,312,1529,1,1,714,2,1,933,33,23,684,55,55,1009,114,84,735,8,11,1395,8,2,282,87,87,995,15,106,7310,215,21,100,10,56,66,57,22877,28,32,28,13621,16,19,17,21,34,857,97,788
2003,Nanded,23,13,575,32,44,1381,195,245,1258,1,0,500,2,2,1250,38,26,688,56,45,799,109,81,742,7,10,1443,8,3,313,114,121,1059,14,101,7094,216,34,160,11,63,74,64,24164,29,34,29,6925,8,10,8,22,34,822,39,881
2004,Nanded,16,8,500,32,39,1218,198,241,1215,0,0,500,2,2,1193,41,20,501,53,48,905,79,39,497,5,6,1100,6,1,175,156,125,803,10,47,4914,233,33,142,18,48,65,56,31605,33,45,39,17631,19,25,22,21,34,846,56,675
2005,Nanded,16,7,429,38,38,1016,203,158,776,0,0,1000,1,2,1500,52,32,604,53,28,522,85,33,385,10,13,1337,6,2,286,213,180,847,10,66,6679,228,22,96,22,52,89,74,40277,33,57,47,18143,15,26,21,21,33,1284,60,883
2006,Nanded,16,9,603,40,50,1244,202,189,939,0,0,0,1,2,1883,59,34,580,55,39,703,91,24,264,10,11,1179,6,1,180,226,153,678,27,170,6254,216,22,102,0,52,101,86,45643,33,65,55,19956,15,28,24,21,33,1383,68,745
2007,Nanded,15,10,721,23,35,1520,195,219,1122,1,0,533,1,2,1862,43,41,951,61,48,777,102,35,339,4,4,1114,6,1,246,195,198,1014,34,230,6800,208,46,223,0,54,92,78,38903,32,55,47,17320,14,25,21,21,34,1071,40,587
2008,Nanded,8,4,525,20,27,1364,139,128,919,0,0,500,1,1,1120,44,32,711,58,28,477,71,25,355,5,5,978,3,1,222,192,146,763,19,111,5802,269,33,121,0,47,107,90,49622,31,71,60,34802,22,49,42,21,33,1107,40,508
2009,Nanded,6,1,266,19,20,1035,155,114,734,0,0,0,1,1,850,48,35,718,60,43,715,85,12,142,3,2,988,2,0,130,212,98,463,13,62,4816,257,34,130,0,40,98,78,61741,36,88,70,40320,24,57,46,22,34,1000,-20,494
2010,Nanded,5,3,521,49,83,1687,156,161,1036,0,0,0,1,1,1298,53,54,1018,68,40,591,94,68,722,7,8,1150,3,1,287,207,286,1384,14,83,6040,302,79,260,0,46,116,87,63627,36,90,67,31234,18,44,33,22,34,1446,-20,508
2011,Nanded,4,2,375,31,54,1738,158,194,1231,0,0,0,1,2,1636,55,43,781,67,43,642,76,43,562,8,8,992,3,1,218,204,248,1214,24,175,7331,327,89,271,15,49,120,101,67338,39,95,80,19969,12,28,24,21,33,979,-20,494
2012,Nanded,4,2,523,30,43,1430,152,177,1164,0,0,0,1,1,1438,55,66,1207,65,37,572,82,59,717,5,6,1098,3,1,277,205,297,1451,13,105,8187,327,90,274,18,50,91,68,46152,35,65,49,19514,15,28,21,21,34,1076,-20,685
2013,Nanded,1,0,500,39,44,1126,117,92,789,0,0,0,3,3,1000,65,60,913,72,46,644,81,56,684,7,9,1233,2,0,158,299,380,1269,12,102,8366,321,65,202,0,58,107,80,37962,29,54,40,16216,12,23,17,21,33,1313,-20,1175
2014,Nanded,1,0,125,40,29,739,114,42,365,0,0,0,4,4,1000,51,26,502,72,15,205,64,11,176,5,4,843,1,0,71,231,70,305,19,111,5921,342,32,93,0,54,121,99,46277,29,66,54,26123,17,37,30,22,34,906,-20,555
2015,Nanded,0,0,250,22,10,453,112,42,372,0,0,0,9,9,945,47,15,330,77,14,187,68,13,185,5,3,542,2,0,133,287,91,316,19,53,2816,353,43,123,0,53,128,105,60478,36,86,70,18755,11,27,22,22,34,978,-20,633
2016,Nanded,1,1,1857,61,76,1249,129,68,526,0,0,0,10,19,1884,94,150,1593,87,105,1210,81,25,306,12,10,874,3,0,166,0,0,0,15,86,5933,364,114,314,0,53,119,88,50601,31,70,52,25199,16,35,26,22,34,978,-20,633
1966,Nasik,38,22,579,86,38,442,63,24,378,351,90,256,3,3,1000,19,6,316,6,4,667,212,26,120,59,27,458,1,0,333,177,28,155,8,54,6452,9,1,111,21,84,5,5,939,16,1,1,0,0,0,0,19,32,464,57,877
1967,Nasik,36,38,1056,86,46,535,56,20,363,416,150,361,1,2,2000,21,7,333,6,4,667,214,26,122,45,30,667,0,0,250,119,30,255,8,53,6543,13,3,231,24,69,8,7,3205,31,3,3,0,0,0,0,19,32,1114,84,1078
1968,Nasik,34,34,1000,89,49,549,47,13,279,402,163,405,2,1,667,21,9,439,6,4,678,76,26,345,47,30,637,1,0,200,73,30,415,13,123,9446,10,1,99,22,64,4,4,1360,21,1,1,982,15,1,1,18,32,1039,105,1034
1969,Nasik,34,24,703,79,40,504,24,8,333,382,147,384,2,1,800,16,5,294,5,3,642,87,29,335,44,22,507,1,0,200,68,23,329,15,160,10570,9,1,144,24,65,5,5,1260,19,1,1,1110,16,1,1,19,32,1296,115,1163
1970,Nasik,35,36,1040,78,56,723,56,15,259,361,171,473,2,2,1000,16,6,383,5,4,686,78,27,352,43,37,853,1,0,400,67,37,551,14,140,9811,11,1,124,29,62,6,6,1859,21,2,2,1506,17,2,2,18,32,514,121,1098
1971,Nasik,35,30,862,94,43,456,45,7,164,260,44,168,2,2,944,19,5,267,5,3,625,62,17,269,47,25,538,0,0,250,73,25,344,14,121,8712,8,2,214,26,56,9,8,2884,25,4,4,2102,19,3,3,18,31,404,107,795
1972,Nasik,36,5,146,53,15,284,30,4,132,325,40,124,2,1,438,13,2,160,5,2,378,65,8,122,50,9,180,0,0,333,72,9,126,15,128,8673,8,2,234,24,55,7,7,1864,20,2,2,2394,25,3,3,18,32,320,107,564
1973,Nasik,34,37,1083,87,62,708,40,25,622,385,171,443,2,2,1278,20,9,437,6,5,850,90,32,356,49,49,994,0,0,250,75,49,654,14,129,8986,3,1,192,27,52,7,7,3541,30,4,4,2204,19,3,2,19,32,453,116,979
1974,Nasik,34,36,1074,94,67,709,55,38,681,334,107,319,2,2,947,24,11,441,6,6,949,111,54,484,56,43,765,0,0,250,84,44,521,17,175,10216,6,2,246,32,57,5,5,1359,17,2,1,2142,26,2,2,18,32,809,131,780
1975,Nasik,36,60,1662,108,94,864,60,50,841,345,144,416,2,2,1143,21,8,390,7,6,809,96,44,453,55,56,1024,1,0,375,79,57,723,16,154,9578,2,1,348,29,69,14,13,2325,13,3,2,3149,18,4,3,18,31,1225,144,725
1976,Nasik,36,59,1622,120,97,813,88,96,1102,332,153,460,2,3,1500,23,9,410,7,5,761,89,41,461,67,66,976,0,0,500,92,66,718,18,183,10375,4,0,114,27,61,15,14,5797,27,6,6,2567,12,3,3,19,32,1324,139,1206
1977,Nasik,38,64,1695,113,81,719,74,68,919,296,125,422,1,2,1636,24,7,305,7,5,716,82,35,433,67,46,682,1,0,333,88,47,528,27,281,10457,4,1,132,32,71,16,15,3397,17,4,4,2317,12,3,2,19,32,972,146,918
1978,Nasik,41,54,1305,108,78,722,89,58,649,302,115,382,1,2,1500,22,10,436,5,4,760,73,30,413,66,42,633,0,0,333,88,42,482,24,234,9742,3,1,258,36,69,16,15,3250,16,4,3,3006,15,3,3,19,31,873,156,838
1979,Nasik,40,54,1364,120,100,837,93,63,672,347,154,444,1,3,2700,23,11,487,5,4,898,80,31,383,59,72,1212,0,0,250,70,72,1037,17,180,10503,3,1,303,37,70,17,16,3690,16,4,4,3114,14,3,3,19,31,1174,157,1025
1980,Nasik,41,45,1113,105,93,884,86,74,865,348,191,549,1,3,2700,22,10,445,5,4,712,70,46,657,58,64,1091,0,0,250,74,43,577,20,214,10853,3,1,206,38,74,23,21,3919,14,4,4,3485,12,4,4,19,32,937,170,942
1981,Nasik,40,58,1456,107,87,812,86,78,913,363,166,456,1,3,2700,23,12,491,5,5,885,68,24,357,55,52,933,0,0,333,70,37,534,19,212,11005,4,1,229,36,69,24,23,4174,13,5,4,5577,18,6,6,19,31,1297,163,1082
1982,Nasik,39,41,1062,92,63,687,99,56,570,312,87,278,2,2,1050,22,10,432,5,4,833,64,26,407,59,47,804,0,0,250,70,22,310,20,208,10558,3,1,265,33,58,15,14,5414,25,6,6,3632,17,4,4,19,31,873,166,717
1983,Nasik,40,55,1368,95,74,776,95,57,601,353,149,422,2,3,1650,25,14,546,6,4,772,57,24,409,67,71,1072,0,0,250,62,32,521,23,216,9249,4,1,143,36,64,25,24,7258,21,8,8,5550,16,6,6,19,31,1458,156,912
1984,Nasik,41,45,1121,93,72,776,99,62,628,358,88,245,2,2,1235,29,12,415,6,5,825,57,19,322,51,36,711,1,0,300,60,39,646,23,252,10862,4,1,132,33,57,27,25,9579,22,11,10,8952,21,10,9,19,31,1019,161,804
1985,Nasik,40,30,755,85,56,655,91,37,406,345,63,183,2,2,1000,33,11,334,6,4,696,59,18,305,35,14,393,1,0,200,59,21,365,20,185,9083,4,1,205,35,59,37,36,14244,25,15,15,9284,16,10,10,19,32,828,155,716
1986,Nasik,39,21,538,68,45,659,85,27,314,341,66,194,4,3,750,34,9,265,6,4,667,63,19,307,34,17,506,1,0,222,56,19,340,20,174,8637,4,0,75,35,62,28,28,9257,23,11,10,5741,15,7,6,19,32,720,175,700
1987,Nasik,36,31,861,76,64,842,88,56,642,362,186,514,7,6,857,37,13,351,6,4,667,58,20,338,34,25,735,1,1,556,65,38,583,26,228,8669,2,0,100,29,62,28,26,7954,20,9,8,6632,17,8,7,19,32,864,173,821
1988,Nasik,37,47,1257,89,107,1207,77,69,889,367,211,574,7,6,836,42,28,681,7,5,757,67,25,374,47,41,871,0,0,333,72,50,688,25,247,9940,3,0,77,42,67,40,35,11133,23,13,12,4859,10,6,5,19,32,1382,192,1075
1989,Nasik,39,39,1008,83,89,1080,76,61,806,363,243,667,7,6,899,47,24,502,7,6,862,62,24,389,47,45,951,1,0,200,75,50,669,28,290,10201,1,0,200,50,55,41,36,17825,29,21,19,10134,16,12,11,18,32,932,195,527
1990,Nasik,40,42,1058,89,91,1024,81,72,885,372,236,635,10,9,860,50,25,490,8,6,773,59,27,467,50,41,824,0,0,500,76,53,699,30,333,11175,2,1,312,56,59,47,42,17686,25,20,18,11017,16,13,11,19,31,1304,225,1169
1991,Nasik,42,32,769,69,58,837,40,28,706,346,142,410,12,14,1158,39,18,449,9,4,506,55,11,201,53,27,522,0,0,0,81,35,431,34,377,11143,1,0,171,62,56,37,35,19250,32,21,20,7103,12,8,7,19,32,587,235,867
1992,Nasik,42,49,1175,61,76,1251,40,49,1226,362,377,1041,16,15,919,47,22,479,9,8,895,56,23,406,44,48,1100,1,0,429,70,57,805,29,251,8710,1,0,280,61,64,51,47,19615,27,22,20,5919,8,7,6,19,32,975,221,828
1993,Nasik,46,58,1256,65,94,1455,69,55,802,346,168,485,19,33,1768,52,30,572,10,8,884,52,24,465,46,38,836,0,0,333,72,49,678,21,170,8236,0,0,300,63,67,53,48,16121,23,18,16,7073,10,8,7,19,32,1117,224,1110
1994,Nasik,45,55,1237,73,120,1650,53,44,832,364,291,799,16,19,1161,58,40,687,9,6,641,56,27,479,49,38,767,1,0,200,76,48,633,31,286,9242,1,0,300,69,64,59,54,21499,27,24,22,7442,9,8,8,19,32,1236,246,1285
1995,Nasik,39,37,956,62,83,1336,42,27,646,333,168,503,16,26,1577,49,25,514,8,0,50,47,23,488,40,29,725,0,0,1000,66,38,569,31,265,8673,2,0,139,74,68,50,45,15154,24,17,16,5499,9,6,6,19,32,915,245,816
1996,Nasik,42,61,1440,74,107,1449,55,53,955,373,422,1132,18,27,1497,52,34,645,8,5,630,53,25,470,50,54,1076,1,0,500,78,64,819,25,214,8723,3,1,232,78,69,58,53,17514,23,20,18,5487,7,6,6,19,32,1162,262,1015
1997,Nasik,44,59,1337,70,90,1292,54,46,852,337,212,628,17,25,1494,52,25,473,9,4,482,50,25,509,46,39,832,1,0,500,74,53,720,12,117,9445,6,1,153,83,66,67,60,22743,26,27,24,6522,8,8,7,19,32,1060,263,832
1998,Nasik,46,57,1254,84,112,1337,49,52,1076,388,403,1041,18,35,1989,60,40,658,9,4,462,54,27,503,46,47,1018,1,0,429,78,63,811,24,214,9022,4,1,179,82,65,75,65,28867,29,33,29,6318,6,7,6,19,32,1197,263,1163
1999,Nasik,48,57,1197,86,123,1431,47,38,811,361,212,588,21,29,1434,60,39,655,9,5,517,53,30,567,43,34,803,1,0,286,75,56,748,24,201,8392,6,2,284,91,63,86,75,34520,30,41,35,8378,7,10,9,19,32,905,268,1080
2000,Nasik,46,40,873,39,45,1129,28,18,664,347,187,539,23,15,655,24,11,450,9,3,349,57,23,398,38,22,592,1,0,286,70,37,524,25,228,9102,6,1,170,58,60,68,62,28956,29,33,30,11009,11,13,11,19,32,921,258,763
2001,Nasik,47,56,1208,37,49,1329,31,21,675,324,180,555,29,65,2246,28,14,496,9,4,427,39,21,527,36,24,668,1,0,333,66,42,647,24,185,7826,6,1,106,36,60,67,62,29001,29,33,30,10962,11,12,11,19,32,754,231,893
2002,Nasik,49,44,894,35,50,1414,19,17,855,320,259,807,34,88,2612,31,17,554,9,7,756,46,29,646,36,35,956,1,0,429,82,53,644,23,165,7094,5,1,211,51,58,65,59,30548,31,35,32,9945,10,11,10,19,32,651,254,917
2003,Nasik,51,66,1310,36,41,1163,17,9,545,317,197,621,37,91,2422,31,16,536,9,4,412,45,23,513,38,28,755,1,0,429,82,58,714,20,116,5683,7,1,111,87,59,70,64,33346,32,38,35,9951,10,11,10,19,32,846,70,1096
2004,Nasik,51,70,1382,56,81,1462,17,14,794,315,245,776,40,87,2170,39,25,627,9,7,707,42,30,718,37,32,858,1,0,286,78,77,993,12,67,5561,14,3,241,104,55,77,70,42068,34,48,43,13097,11,15,14,19,32,1245,110,1365
2005,Nasik,50,59,1167,71,117,1652,17,11,667,283,216,763,55,111,2029,42,30,699,10,7,726,43,25,576,34,30,877,0,0,500,78,82,1048,14,73,5101,17,6,338,76,56,85,76,37760,31,48,43,15650,13,20,18,19,31,1392,107,1491
2006,Nasik,49,50,1012,84,138,1637,15,10,717,259,187,725,91,147,1609,48,32,666,10,7,763,41,24,588,38,28,730,0,0,500,89,80,902,29,196,6877,34,8,243,0,56,86,77,42278,31,48,43,17446,13,20,18,19,32,1566,123,1574
2007,Nasik,51,68,1352,79,149,1886,10,6,620,221,242,1097,102,293,2884,41,31,749,11,8,714,47,29,618,37,35,947,0,0,1000,93,96,1037,50,431,8578,39,13,329,0,56,87,77,38708,28,44,39,21533,16,24,22,19,32,1230,113,1196
2008,Nasik,51,66,1285,72,116,1612,10,7,660,198,191,965,104,300,2881,35,20,586,8,5,592,42,24,565,30,28,930,0,0,1000,88,84,963,38,267,6983,28,6,220,0,54,97,85,52105,33,59,52,21793,14,25,22,19,32,999,98,1184
2009,Nasik,48,19,392,73,118,1615,10,7,742,172,130,754,144,327,2266,39,28,701,9,4,420,36,17,479,25,19,755,0,0,200,95,88,921,31,227,7293,46,12,254,0,54,104,93,53508,31,61,54,26049,15,30,26,20,33,1232,-20,743
2010,Nasik,59,24,407,75,144,1908,15,12,761,171,216,1263,169,548,3236,41,31,767,10,6,618,38,25,664,34,30,862,0,0,0,107,114,1059,26,199,7740,51,17,339,0,52,107,98,62596,34,71,65,25946,14,29,27,20,32,1547,-20,1184
2011,Nasik,63,78,1237,52,103,1958,13,13,995,166,170,1025,176,558,3170,38,27,712,11,8,758,38,29,782,29,30,1028,0,0,500,108,118,1097,25,186,7566,47,16,349,241,53,98,69,59335,36,67,48,17918,11,20,14,19,32,1395,-20,743
2012,Nasik,68,81,1190,32,53,1641,10,15,1559,155,125,807,169,498,2945,26,18,687,10,6,635,39,29,745,30,26,872,0,0,429,111,122,1097,25,186,7577,46,13,286,81,57,87,78,39087,29,44,39,18791,14,21,19,19,32,867,-20,951
2013,Nasik,73,93,1285,66,112,1698,15,19,1245,150,168,1120,146,563,3850,40,26,656,10,7,703,31,35,1108,34,35,1037,0,0,0,87,128,1470,21,179,8507,46,18,394,0,56,105,93,51200,31,59,52,22270,13,26,23,19,32,1258,-20,1212
2014,Nasik,71,87,1218,72,111,1536,5,4,725,153,109,713,120,323,2691,41,29,697,6,2,263,16,8,516,20,20,1015,0,0,0,83,106,1270,17,138,8239,46,8,175,0,55,103,91,47561,29,55,48,26118,16,30,26,20,32,1086,-20,1074
2015,Nasik,70,101,1453,60,81,1352,7,4,621,151,87,573,145,348,2404,40,27,667,6,2,288,17,6,365,20,18,924,0,0,0,83,89,1064,19,153,8059,43,5,112,0,52,93,81,50438,32,58,51,24208,16,28,24,20,32,923,-20,839
2016,Nasik,72,146,2028,79,178,2242,8,6,800,156,249,1598,152,700,4608,60,43,713,7,6,763,20,10,499,23,37,1646,0,0,375,0,0,0,11,97,8614,47,29,611,0,56,104,90,49507,30,57,49,22951,14,26,23,20,32,923,-20,839
1966,Osmanabad,31,10,323,77,21,273,423,247,583,17,4,235,2,2,1000,50,15,300,61,21,344,433,23,54,130,45,346,6,2,295,575,52,91,6,49,7952,62,3,48,5,80,2,2,530,20,0,0,0,0,0,0,19,33,374,82,855
1967,Osmanabad,36,12,333,54,15,278,436,230,528,24,6,250,5,3,600,53,10,189,82,35,427,447,22,50,138,86,623,8,2,263,548,92,168,7,46,7030,45,3,67,5,70,2,2,1141,30,1,1,0,0,0,0,19,33,854,96,765
1968,Osmanabad,34,13,382,51,22,432,408,271,665,27,9,338,6,6,984,54,16,296,79,31,391,109,18,169,130,94,725,8,2,307,224,101,452,8,69,8214,48,5,105,6,57,2,2,1384,31,1,1,530,12,0,0,19,32,746,113,636
1969,Osmanabad,32,13,406,60,21,348,397,240,605,37,13,350,6,3,468,54,13,235,80,24,297,129,26,200,121,82,674,8,2,253,215,88,409,10,68,6612,47,4,85,6,56,3,3,1259,25,1,1,930,19,1,1,20,33,831,118,657
1970,Osmanabad,34,16,463,51,16,304,409,94,231,32,13,415,4,1,378,47,12,249,86,27,309,119,16,134,123,67,546,7,1,192,226,72,321,8,56,7467,46,0,6,5,52,3,3,2119,31,2,2,1093,16,1,1,19,32,393,83,750
1971,Osmanabad,32,9,286,77,25,320,426,127,298,23,3,149,4,1,300,73,20,270,57,15,262,102,8,76,107,49,458,1,0,286,214,55,257,6,22,3929,29,1,21,6,51,4,4,2672,33,3,2,1210,15,1,1,19,32,358,118,554
1972,Osmanabad,33,0,9,45,7,148,350,94,267,24,1,55,3,1,360,44,7,155,69,9,136,101,10,101,105,15,144,7,1,103,179,25,138,6,28,5109,27,1,34,4,55,3,2,428,10,0,0,1480,35,2,1,20,33,116,101,283
1973,Osmanabad,33,23,677,63,21,325,453,182,402,43,12,278,6,3,460,57,18,316,91,29,324,142,40,283,87,54,615,8,2,211,182,70,385,8,45,5831,25,3,120,7,51,3,3,2105,32,2,2,1090,17,1,1,20,33,396,144,840
1974,Osmanabad,37,15,408,63,40,638,425,316,744,45,10,226,6,3,424,62,22,358,90,28,314,143,40,278,85,67,781,9,2,239,208,88,423,8,63,7536,30,4,128,7,51,8,7,4046,23,3,3,4544,26,4,4,19,33,835,149,762
1975,Osmanabad,33,40,1221,73,79,1092,459,293,639,40,9,235,7,6,764,64,26,403,107,42,395,124,38,306,84,37,443,12,3,235,208,64,308,11,79,7481,32,1,34,7,64,4,3,813,13,1,1,1530,24,1,1,19,32,1105,251,850
1976,Osmanabad,38,26,689,65,48,740,491,354,721,30,8,273,7,5,746,64,19,289,93,31,331,129,44,342,84,35,422,11,2,229,198,58,294,22,140,6393,20,1,49,5,66,5,5,1889,22,2,2,1041,12,1,1,19,33,698,254,514
1977,Osmanabad,37,34,926,68,52,766,506,389,770,26,10,380,7,6,800,64,20,315,95,29,303,128,44,346,82,39,473,11,3,281,203,62,308,16,92,5885,25,2,84,5,61,3,3,1389,23,1,1,1034,17,1,1,20,33,709,243,662
1978,Osmanabad,35,40,1162,68,60,876,540,560,1037,26,11,435,7,7,943,61,25,411,95,41,429,115,37,326,54,32,580,11,3,283,182,53,289,20,136,6819,33,5,144,5,62,5,4,1667,20,2,1,1455,17,1,1,20,32,958,238,929
1979,Osmanabad,38,35,926,62,51,824,563,626,1112,23,10,422,5,11,2140,63,29,459,101,44,434,126,32,253,49,54,1110,14,3,228,191,80,416,14,104,7345,35,6,162,5,63,5,4,1915,21,2,1,1467,16,1,1,20,33,896,242,795
1980,Osmanabad,38,34,910,60,38,635,530,362,683,24,5,227,6,8,1400,60,25,420,104,35,332,97,10,101,48,48,1000,13,2,189,176,36,203,16,124,7614,36,4,118,4,64,5,5,1970,22,2,2,1272,14,1,1,20,33,678,149,722
1981,Osmanabad,39,52,1312,61,47,781,543,478,881,22,10,471,6,10,1717,65,30,460,103,51,490,138,28,203,46,39,856,12,2,178,191,82,429,16,120,7563,37,5,136,5,59,7,6,2833,22,3,2,2408,19,2,2,20,32,985,138,823
1982,Osmanabad,39,25,627,56,41,721,529,440,832,23,9,381,7,11,1500,61,25,406,100,39,391,117,28,241,49,36,734,13,3,240,191,92,481,20,178,8945,36,5,150,5,61,5,5,2166,23,2,2,1397,15,1,1,20,32,802,152,638
1983,Osmanabad,40,34,849,74,67,903,557,363,652,26,10,372,6,5,767,69,36,514,106,65,610,105,25,239,55,54,982,13,3,240,192,81,423,13,96,7134,37,3,74,4,63,14,13,5784,23,5,5,3515,14,3,3,20,32,1087,166,1022
1984,Osmanabad,42,23,550,53,39,738,556,486,874,23,7,316,6,6,1034,72,28,387,109,60,547,89,19,213,55,36,662,15,4,257,205,111,540,17,94,5580,24,3,120,5,58,13,12,7162,28,6,6,3424,14,3,3,20,32,654,171,496
1985,Osmanabad,41,16,383,45,27,594,558,308,552,21,4,197,7,6,985,69,21,309,107,36,336,111,33,298,52,21,410,15,3,211,321,119,371,15,75,5116,26,3,108,5,55,10,8,5000,27,5,4,3340,18,3,3,20,33,614,172,567
1986,Osmanabad,34,2,70,26,9,346,510,113,222,20,4,200,4,2,500,51,6,118,101,16,158,119,13,108,49,8,163,13,1,60,315,61,192,10,52,5129,25,1,20,6,58,4,3,1850,26,2,1,1113,16,1,1,20,33,639,172,493
1987,Osmanabad,32,13,406,29,26,897,575,538,937,19,10,526,2,2,1000,55,22,400,110,66,600,125,69,552,46,37,804,16,5,301,364,167,458,11,81,7306,23,3,130,7,55,7,6,4929,34,4,3,1697,12,1,1,20,33,723,180,787
